id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
54_Nucleus Decoding (p = 0.7),0.3333333333333333,2.333333333333333,2.333333333333333,2.0,1.0,3.333333333333333,-4.3835930824279785,-5.025921821594238,[0.4757947325706482],[0.457742840051651],[0.46659424901008606],[0.26666666666666666],[0.18181818181818182],[0.21621621139517908],[0.11764705882352941],[0.08695652173913043],[0.09999999511250024],[0.26666666666666666],[0.18181818181818182],[0.21621621139517908],[0.09920634920634921],[1.1640469867513693e-231],[-0.047593525244114865],0.1049046909893659,0.07819372348105919,0.09416268747401384,0.29834981236082037,0.15690207443863113
54_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,4.666666666666667,-2.2032012939453125,-2.7501425743103027,[0.4952501058578491],[0.4917296767234802],[0.49348360300064087],[0.38461538461538464],[0.22727272727272727],[0.285714281044898],[0.08333333333333333],[0.043478260869565216],[0.05714285263673504],[0.3076923076923077],[0.18181818181818182],[0.22857142390204094],[0.1719310035842294],[1.1200407237786664e-231],[0.01863086964854266],0.414184170755915,0.6435544142951214,0.658902368880629,0.8852446628252983,0.7292338153336829
55_Argmax Decoding,0.0,1.6666666666666667,2.333333333333333,1.3333333333333333,0.0,1.3333333333333333,-2.43541955947876,-2.121168375015259,[0.3996652364730835],[0.41105252504348755],[0.40527892112731934],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.0],[0.0],[0.0],[0.21428571428571427],[0.13636363636363635],[0.16666666191358037],[0.11673151750972763],[1.2439956612288083e-231],[-0.04768220567777681],0.0296867058988414,0.03494359796811906,0.12991476962619208,0.6230030770759911,0.2626204815567674
55_Nucleus Decoding (p = 0.3),0.3333333333333333,2.0,2.0,1.3333333333333333,0.0,1.6666666666666667,-2.464315414428711,-3.923885345458984,[0.5081509947776794],[0.42816898226737976],[0.4647439122200012],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.0],[0.0],[0.0],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.11904761904761907],[1.322612729825152e-231],[-0.12542375560575802],0.0087139143255334,0.47567355757515933,0.45404827826499944,0.2600778154083044,0.39659988374948774
55_Nucleus Decoding (p = 0.5),0.3333333333333333,1.6666666666666667,2.333333333333333,1.3333333333333333,0.0,1.6666666666666667,-2.751844644546509,-3.068584680557251,[0.4012260138988495],[0.42809563875198364],[0.4142255485057831],[0.25],[0.13636363636363635],[0.17647058366782017],[0.0],[0.0],[0.0],[0.25],[0.13636363636363635],[0.17647058366782017],[0.08],[1.2882297539194154e-231],[-0.08267806099730568],0.1152147161491781,0.22759297891995703,0.2454131446279825,0.6556645698517314,0.37622356446655697
55_Nucleus Decoding (p = 0.7),1.0,3.0,3.0,2.6666666666666665,0.0,4.333333333333333,-2.161372423171997,-3.327013731002808,[0.45071184635162354],[0.40895479917526245],[0.4288191795349121],[0.2],[0.09090909090909091],[0.12499999570312517],[0.0],[0.0],[0.0],[0.2],[0.09090909090909091],[0.12499999570312517],[0.08097165991902834],[1.2627076138080564e-231],[-0.14852717719230468],0.017312153310168,0.1564072721682756,0.21817747997189474,0.9316315954658272,0.4354054492019992
55_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.673736333847046,-3.259432077407837,[0.561599612236023],[0.5986157655715942],[0.5795171856880188],[0.2],[0.2727272727272727],[0.23076922588757406],[0.05],[0.08695652173913043],[0.06349205885613539],[0.2],[0.2727272727272727],[0.23076922588757406],[0.3067545963229416],[1.0003688322288243e-231],[0.151672821257694],0.0588063491494928,0.8505119673835309,0.6007653383813855,0.8613921884183852,0.7708898313944338
56_Argmax Decoding,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,2.6666666666666665,-4.159255027770996,-4.86394739151001,[0.5747480392456055],[0.5960078835487366],[0.5851849317550659],[0.35714285714285715],[0.38461538461538464],[0.3703703653772291],[0.07142857142857142],[0.08333333333333333],[0.07692307195266304],[0.2857142857142857],[0.3076923076923077],[0.2962962913031551],[0.3842940685045948],[1.0176359050241678e-231],[0.22197511665700287],0.5246971591272069,0.3816940233038565,0.6057529826358233,0.7936606003097947,0.5937025354164915
56_Nucleus Decoding (p = 0.3),0.6666666666666666,2.333333333333333,2.6666666666666665,2.0,0.0,2.6666666666666665,-2.57938289642334,-3.4949328899383545,[0.4171188771724701],[0.35649573802948],[0.38443195819854736],[0.14285714285714285],[0.15384615384615385],[0.14814814315500704],[0.0],[0.0],[0.0],[0.14285714285714285],[0.15384615384615385],[0.14814814315500704],[0.07518796992481204],[1.0176359050241678e-231],[-0.0694256851958277],0.0679579995825815,0.12928856537442246,0.19153850533719163,0.8377047138596331,0.38617726152374904
56_Nucleus Decoding (p = 0.5),0.6666666666666666,2.0,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,-2.619406223297119,-3.343780040740967,[0.49839547276496887],[0.6253782510757446],[0.5547125339508057],[0.19047619047619047],[0.3076923076923077],[0.23529411292387553],[0.045454545454545456],[0.08333333333333333],[0.05882352484429102],[0.19047619047619047],[0.3076923076923077],[0.23529411292387553],[0.31857142857142856],[8.319100378795605e-232],[0.11345839710964778],0.0193563522980395,0.15267957826993575,0.2919247028134385,0.8867873762693591,0.4437972191175778
56_Nucleus Decoding (p = 0.7),0.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.333333333333333,-3.9281280040740967,-4.67255973815918,[0.49744313955307007],[0.6229572892189026],[0.5531697869300842],[0.11538461538461539],[0.23076923076923078],[0.15384614940170957],[0.03333333333333333],[0.08333333333333333],[0.04761904353741531],[0.11538461538461539],[0.23076923076923078],[0.15384614940170957],[0.34534534534534533],[7.720899511627474e-232],[0.10471295200881747],0.1530282524155495,0.04283797033254169,0.04622176865817204,0.06783151246827596,0.05229708381966323
56_New Human Generated,1.0,2.6666666666666665,2.6666666666666665,3.0,1.0,4.666666666666667,-3.9838075637817374,-4.450820446014404,[0.5497151017189026],[0.610254168510437],[0.5784048438072205],[0.20833333333333334],[0.38461538461538464],[0.27027026571219875],[0.08333333333333333],[0.16666666666666666],[0.11111110666666683],[0.16666666666666666],[0.3076923076923077],[0.21621621165814472],[0.4407596371882086],[7.992219124248642e-232],[0.15783386164058655],0.3106954829839474,0.5136393161886252,0.3743254015998773,0.5904711432669097,0.49281195368513747
57_Argmax Decoding,0.6666666666666666,1.6666666666666667,2.333333333333333,1.6666666666666667,0.0,2.6666666666666665,-2.839848518371582,-3.641009569168091,[0.4376232624053955],[0.3886975944042206],[0.41171199083328247],[0.5238095238095238],[0.19298245614035087],[0.2820512781163708],[0.13793103448275862],[0.056338028169014086],[0.07999999588200021],[0.3333333333333333],[0.12280701754385964],[0.17948717555226834],[0.13262599469496023],[1.0638581151575014e-231],[-0.01628427731357629],0.5018309507299512,0.012506902453241923,0.026011053744581097,0.025400592630799246,0.02130618294287409
57_Nucleus Decoding (p = 0.3),0.3333333333333333,1.3333333333333333,1.0,1.0,0.0,1.0,-2.970585346221924,-3.959418773651123,[0.4798360764980316],[0.37507736682891846],[0.42103829979896545],[0.18181818181818182],[0.03508771929824561],[0.058823526699827114],[0.0],[0.0],[0.0],[0.18181818181818182],[0.03508771929824561],[0.058823526699827114],[0.04132231404958678],[1.2183324802375697e-231],[-0.07825859020554615],0.5150864551895143,0.15270509056010673,0.45417918267228474,0.7704521638808013,0.4591121457043976
57_Nucleus Decoding (p = 0.5),0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,-1.761762261390686,-2.530458927154541,[0.5137695670127869],[0.4354630708694458],[0.4713864028453827],[0.391304347826087],[0.15789473684210525],[0.22499999590312506],[0.07142857142857142],[0.028169014084507043],[0.040404036347311906],[0.391304347826087],[0.15789473684210525],[0.22499999590312506],[0.1336050513435119],[1.2083860769943533e-231],[-0.02272563778954817],0.0871791332905628,0.24003154571124002,0.22028862840560567,0.2957042664672666,0.2520081468613708
57_Nucleus Decoding (p = 0.7),0.6666666666666666,2.333333333333333,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,-2.897723913192749,-3.625045299530029,[0.5260896682739258],[0.4664563238620758],[0.4944815933704376],[0.46153846153846156],[0.21052631578947367],[0.2891566222035129],[0.11538461538461539],[0.04225352112676056],[0.06185566617919038],[0.38461538461538464],[0.17543859649122806],[0.2409638511191755],[0.17286036036036034],[1.1102577717991281e-231],[-0.023344478823898118],0.4192432853213422,0.14323640491155237,0.5177829433042235,0.8832751502479429,0.5147648328212395
57_New Human Generated,0.6666666666666666,2.6666666666666665,2.6666666666666665,2.333333333333333,0.0,3.6666666666666665,-2.34976577758789,-3.244715690612793,[0.5493953824043274],[0.4344237446784973],[0.48519161343574524],[0.23076923076923078],[0.05263157894736842],[0.08571428268979603],[0.0],[0.0],[0.0],[0.23076923076923078],[0.05263157894736842],[0.08571428268979603],[0.048143053645116916],[1.1988328686372911e-231],[-0.0900047283562575],0.4293695091280217,0.24274608337192966,0.44014308678899416,0.9343245140716394,0.5390712280775211
58_Argmax Decoding,1.0,2.333333333333333,2.333333333333333,1.6666666666666667,0.0,2.6666666666666665,-3.1020216941833496,-3.7703235149383545,[0.40943729877471924],[0.3939529061317444],[0.4015458822250366],[0.2],[0.10526315789473684],[0.13793102996432832],[0.0],[0.0],[0.0],[0.2],[0.10526315789473684],[0.13793102996432832],[0.04672897196261682],[1.2882297539194154e-231],[-0.0875229032902678],0.0405950786390722,0.003247741217214598,0.01575998635389064,0.009439824643542233,0.00948251740488249
58_Nucleus Decoding (p = 0.3),0.0,1.3333333333333333,2.0,2.333333333333333,1.0,2.0,-2.8054068088531494,-3.58149790763855,[0.6324577927589417],[0.6820151209831238],[0.656302273273468],[0.35714285714285715],[0.5263157894736842],[0.42553191007695795],[0.16666666666666666],[0.25],[0.1999999952000001],[0.32142857142857145],[0.47368421052631576],[0.38297871858759625],[0.4444444444444444],[1.0080942617254966e-231],[0.19511320336977533],0.4203303089598587,0.07644113276514898,0.34946364938352414,0.9014991039208149,0.44246796202316263
58_Nucleus Decoding (p = 0.5),1.0,3.0,2.6666666666666665,1.6666666666666667,0.0,3.0,-2.6024398803710938,-5.5463457107543945,[0.49017423391342163],[0.40746253728866577],[0.44500771164894104],[0.2222222222222222],[0.10526315789473684],[0.1428571384948981],[0.0],[0.0],[0.0],[0.2222222222222222],[0.10526315789473684],[0.1428571384948981],[0.04830917874396135],[1.2508498911928379e-231],[-0.12990561736866657],0.5814489286266602,0.3916785478406414,0.5057703685504096,0.0018477434686411367,0.299765553286564
58_Nucleus Decoding (p = 0.7),1.0,3.0,3.0,3.0,1.0,4.333333333333333,-2.506265163421631,-3.85763955116272,[0.6688816547393799],[0.6114698648452759],[0.6388885378837585],[0.5625],[0.47368421052631576],[0.514285709322449],[0.3125],[0.25],[0.2777777728395062],[0.5625],[0.47368421052631576],[0.514285709322449],[0.43402777777777785],[1.1640469867513693e-231],[0.21809497542665823],0.3962509736453966,0.3039911021868327,0.49037007898883467,0.9308011616569389,0.5750541142775355
58_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.2994954586029053,-2.8393919467926025,[0.649556040763855],[0.7070170640945435],[0.6770696043968201],[0.4074074074074074],[0.5789473684210527],[0.4782608647164461],[0.10344827586206896],[0.15],[0.12244897476051664],[0.4074074074074074],[0.5789473684210527],[0.4782608647164461],[0.4116847826086956],[1.0832677820940877e-231],[0.2456856993037978],0.2211272967537377,0.6350360268892845,0.7720928603089527,0.9120545896785619,0.773061158958933
59_Argmax Decoding,1.0,2.6666666666666665,2.333333333333333,2.0,0.6666666666666666,3.0,-2.663304567337036,-4.259358882904053,[0.9403434991836548],[0.830756425857544],[0.8821595907211304],[1.0],[0.6923076923076923],[0.8181818133471075],[0.875],[0.5833333333333334],[0.6999999952000001],[1.0],[0.6923076923076923],[0.8181818133471075],[0.7323529411764707],[1.2183324802375697e-231],[0.6267005843770264],0.4625008767236286,0.42374894498671994,0.4503387557412315,0.8576935888323531,0.5772604298534348
59_Nucleus Decoding (p = 0.3),1.0,3.0,2.333333333333333,2.333333333333333,0.6666666666666666,3.6666666666666665,-1.805332899093628,-3.3270516395568848,[0.9999998807907104],[0.9999998807907104],[0.9999998807907104],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[1.0],[1.0],[0.999999995],[0.9998177842565598],[1.2395288183339461e-231],[1.0],0.4743388451531722,0.3164623961143216,0.5016528496001132,0.8764384932536589,0.5648512463226979
59_Nucleus Decoding (p = 0.5),0.0,1.6666666666666667,2.0,1.6666666666666667,0.0,2.6666666666666665,-3.1960411071777344,-4.694333553314209,[0.46340352296829224],[0.4785809814929962],[0.4708699584007263],[0.14285714285714285],[0.15384615384615385],[0.14814814315500704],[0.0],[0.0],[0.0],[0.14285714285714285],[0.15384615384615385],[0.14814814315500704],[0.07042253521126761],[9.109159947227211e-232],[-0.04481226195673682],0.0617863659181112,0.2025057014647562,0.16870461568869471,0.8376586134005021,0.40295631018465095
59_Nucleus Decoding (p = 0.7),1.0,2.6666666666666665,2.333333333333333,2.333333333333333,0.6666666666666666,3.0,-2.749174118041992,-4.218893527984619,[0.9275565147399902],[0.8193733096122742],[0.8701151609420776],[0.8888888888888888],[0.6153846153846154],[0.7272727224380167],[0.875],[0.5833333333333334],[0.6999999952000001],[0.8888888888888888],[0.6153846153846154],[0.7272727224380167],[0.6581336238198983],[1.2183324802375697e-231],[0.602656187128209],0.4667125065189946,0.4201006637162867,0.4598029377588201,0.8277961957617752,0.5692332657456273
59_New Human Generated,1.0,3.0,3.0,3.0,1.0,4.666666666666667,-3.692920207977295,-4.303278923034668,[0.5345001816749573],[0.6397755146026611],[0.5824188590049744],[0.18518518518518517],[0.38461538461538464],[0.24999999561250005],[0.03571428571428571],[0.08333333333333333],[0.049999995800000356],[0.14814814814814814],[0.3076923076923077],[0.1999999956125001],[0.2733262108262108],[9.257324954728539e-232],[0.08191425620955417],0.1227964216310274,0.5615870580049923,0.22492373137851573,0.9034691059888831,0.563326631790797
