id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
43_New Human Generated,1.0,3.0,3.0,3.0,1.0,4.666666666666667,-2.828833818435669,-2.8743538856506348,[0.5364536046981812],[0.5075796842575073],[0.5216173529624939],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.04484304932735426],[9.109159947227211e-232],[-0.13943429712977973],0.8634454214355078,0.6089866542574748,0.6217643781125688,0.6778554635099646,0.6362021652933362
44_Argmax Decoding,1.0,2.0,2.6666666666666665,2.6666666666666665,1.0,3.333333333333333,-2.417445182800293,-3.4684340953826904,[0.5414842963218689],[0.5534414052963257],[0.5473975539207458],[0.3333333333333333],[0.4],[0.36363635867768596],[0.18181818181818182],[0.2222222222222222],[0.1999999950500001],[0.3333333333333333],[0.4],[0.36363635867768596],[0.3640776699029127],[9.594503055152632e-232],[0.24079944583341217],0.4807328627351643,0.7650612335157226,0.7919720150371173,0.5191832704585634,0.6920721730038011
44_Nucleus Decoding (p = 0.3),0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.0,2.0,-2.3619327545166016,-3.410829782485962,[0.3848881423473358],[0.35706692934036255],[0.37045595049858093],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[8.972141065609098e-232],[-0.07207739788124101],0.2863438502374965,0.6018672637555504,0.825537016582555,0.8554357653399387,0.7609466818926812
44_Nucleus Decoding (p = 0.5),0.0,1.0,2.333333333333333,1.3333333333333333,0.0,1.6666666666666667,-3.3071751594543457,-4.278409004211426,[0.4120427072048187],[0.4370719790458679],[0.4241884648799896],[0.11764705882352941],[0.2],[0.14814814348422511],[0.05],[0.1111111111111111],[0.06896551296076128],[0.11764705882352941],[0.2],[0.14814814348422511],[0.08849557522123894],[8.319100378795605e-232],[0.01494418530383046],0.2512097471898458,0.07812209239047183,0.3716230408829969,0.5200280150688745,0.3232577161141144
44_Nucleus Decoding (p = 0.7),0.3333333333333333,1.0,2.333333333333333,2.0,0.3333333333333333,1.6666666666666667,-3.0674262046813965,-3.786904573440552,[0.43479591608047485],[0.4699860215187073],[0.4517066180706024],[0.0625],[0.1],[0.0769230721893494],[0.0],[0.0],[0.0],[0.0625],[0.1],[0.0769230721893494],[0.04424778761061947],[8.319100378795605e-232],[0.07197093374549868],0.4395559389674967,0.02581623669966725,0.5015257684276744,0.4579612099492907,0.3284344050255441
44_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.8491036891937256,-3.834307193756104,[0.5073451995849609],[0.581623911857605],[0.5419512391090393],[0.15],[0.3],[0.19999999555555567],[0.0],[0.0],[0.0],[0.15],[0.3],[0.19999999555555567],[0.12931034482758622],[0],[0.14866929820821995],0.4481302936961009,0.8954510499111676,0.736733520550532,0.9416630697614169,0.8579492134077055
45_Argmax Decoding,0.3333333333333333,2.0,2.6666666666666665,2.0,0.0,2.6666666666666665,-2.2747504711151123,-3.638988733291626,[0.3616366982460022],[0.3668864071369171],[0.3642426133155823],[0.125],[0.18181818181818182],[0.14814814331961607],[0.0],[0.0],[0.0],[0.125],[0.18181818181818182],[0.14814814331961607],[0.07633587786259541],[8.319100378795605e-232],[-0.1288956210957355],0.4805069033955582,0.14845406684120951,0.15369006208696873,0.08362985443413416,0.12859132778743745
45_Nucleus Decoding (p = 0.3),1.0,3.0,3.0,2.0,0.0,4.0,-2.04062819480896,-3.873493671417236,[0.4332958459854126],[0.3788490891456604],[0.4042474031448364],[0.08333333333333333],[0.09090909090909091],[0.08695651674858251],[0.0],[0.0],[0.0],[0.08333333333333333],[0.09090909090909091],[0.08695651674858251],[0.08333333333333333],[9.788429383461836e-232],[-0.04130090630377414],0.7056013191944969,0.28575764059269027,0.33424343745408475,0.8733778530289753,0.4977929770252501
45_Nucleus Decoding (p = 0.5),1.0,2.6666666666666665,2.333333333333333,2.0,0.0,3.333333333333333,-3.9671285152435294,-5.337026596069336,[0.9239555597305298],[0.9504634141921997],[0.9370220303535461],[0.9090909090909091],[0.9090909090909091],[0.9090909040909091],[0.8181818181818182],[0.9],[0.8571428521541952],[0.9090909090909091],[0.9090909090909091],[0.9090909040909091],[0.9087494023632265],[1.3568676344828118e-231],[0.8371495001139413],0.5365421941719789,0.2750662173280214,0.6275771115602018,0.5557879599189542,0.48614376293572575
45_Nucleus Decoding (p = 0.7),1.0,3.0,2.333333333333333,2.6666666666666665,1.0,4.0,-1.8332477807998653,-3.153176069259644,[0.5233516693115234],[0.5412365198135376],[0.5321438908576965],[0.3888888888888889],[0.6363636363636364],[0.4827586159809751],[0.15],[0.3],[0.19999999555555567],[0.3888888888888889],[0.6363636363636364],[0.4827586159809751],[0.576923076923077],[1.0003688322288243e-231],[0.09074136073089589],0.488099333013434,0.4104829292978061,0.6294362933958744,0.9383284368733728,0.6594158865223511
45_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-4.2674078941345215,-4.865702629089356,[0.5137395858764648],[0.6424809694290161],[0.5709428191184998],[0.17391304347826086],[0.36363636363636365],[0.23529411326989624],[0.125],[0.3],[0.17647058408304508],[0.17391304347826086],[0.36363636363636365],[0.23529411326989624],[0.2984022556390977],[8.147480343967206e-232],[0.0651575398449491],0.4510389224459089,0.11865588348114366,0.2852204933886847,0.5198430268355813,0.3079064679018032
46_Argmax Decoding,1.0,1.6666666666666667,2.333333333333333,2.333333333333333,1.0,2.6666666666666665,-2.465271234512329,-3.689558744430542,[0.41889894008636475],[0.3917297124862671],[0.4048590362071991],[0.1111111111111111],[0.13333333333333333],[0.12121211625344373],[0.0],[0.0],[0.0],[0.1111111111111111],[0.13333333333333333],[0.12121211625344373],[0.06211180124223602],[1.0618063059647207e-231],[-0.06767384603585658],0.1820678567874975,0.019855741220635034,0.024650205053123903,0.009164291048678126,0.01789007910747902
46_Nucleus Decoding (p = 0.3),0.0,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,-2.457914352416992,-3.0728960037231445,[0.37270838022232056],[0.4237511157989502],[0.39659416675567627],[0.09090909090909091],[0.13333333333333333],[0.10810810328707107],[0.0],[0.0],[0.0],[0.09090909090909091],[0.13333333333333333],[0.10810810328707107],[0.05952380952380952],[1.0003688322288243e-231],[-0.11055291903438347],0.1751470563143333,0.06994847725913962,0.13887061851286475,0.3726543608385676,0.1938244855368573
46_Nucleus Decoding (p = 0.5),1.0,2.0,2.0,1.6666666666666667,0.0,2.333333333333333,-2.457981824874878,-3.1641664505004883,[0.43909865617752075],[0.42357614636421204],[0.43119773268699646],[0.07142857142857142],[0.06666666666666667],[0.06896551224732497],[0.0],[0.0],[0.0],[0.07142857142857142],[0.06666666666666667],[0.06896551224732497],[0.032467532467532464],[1.1484186507842885e-231],[-0.0722565109919775],0.7577635897991847,0.6644397569838764,0.4169715315836073,0.6272888938975828,0.5695667274883555
46_Nucleus Decoding (p = 0.7),1.0,2.333333333333333,2.0,2.333333333333333,1.0,3.6666666666666665,-2.490356683731079,-3.970552682876587,[0.45800551772117615],[0.43786317110061646],[0.4477079212665558],[0.09090909090909091],[0.13333333333333333],[0.10810810328707107],[0.0],[0.0],[0.0],[0.09090909090909091],[0.13333333333333333],[0.10810810328707107],[0.06249999999999999],[1.072268715173723e-231],[-0.09585901627658955],0.4902987810962608,0.1363710071562363,0.3491792663401657,0.4916488071008686,0.32573302686575684
46_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.661906242370605,-3.405031681060791,[0.43556082248687744],[0.449433833360672],[0.4423885941505432],[0.06666666666666667],[0.13333333333333333],[0.08888888444444466],[0.0],[0.0],[0.0],[0.06666666666666667],[0.13333333333333333],[0.08888888444444466],[0.05649717514124293],[9.418382295637229e-232],[-0.1278977073415779],0.2464037513581767,0.41705366667325316,0.19772302823625765,0.7414813290369603,0.452086007982157
47_Argmax Decoding,0.3333333333333333,1.6666666666666667,2.333333333333333,1.3333333333333333,0.0,1.6666666666666667,-2.242697238922119,-2.776749849319458,[0.39101892709732056],[0.4094960391521454],[0.4000442326068878],[0.23529411764705882],[0.14285714285714285],[0.17777777307654333],[0.05263157894736842],[0.034482758620689655],[0.04166666188368111],[0.23529411764705882],[0.14285714285714285],[0.17777777307654333],[0.10591442953020135],[1.1200407237786664e-231],[-0.060805873567505886],0.3652966466944838,0.2503866516942296,0.15385993359469163,0.43349790552475737,0.27924816360455956
47_Nucleus Decoding (p = 0.3),0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,0.0,1.6666666666666667,-2.9458327293396,-2.957043409347534,[0.5586677193641663],[0.5280765295028687],[0.5429415106773376],[0.4666666666666667],[0.25],[0.32558139080584103],[0.058823529411764705],[0.034482758620689655],[0.04347825620983037],[0.26666666666666666],[0.14285714285714285],[0.18604650708491086],[0.12152777777777778],[1.1640469867513693e-231],[0.01568607775206665],0.0608518447632133,0.32655163784329855,0.4451556166550913,0.80404769488506,0.5252516497944834
47_Nucleus Decoding (p = 0.5),0.0,1.0,2.0,1.6666666666666667,0.0,1.6666666666666667,-3.588315010070801,-4.1339921951293945,[0.48542410135269165],[0.5012465119361877],[0.4932084381580353],[0.37037037037037035],[0.35714285714285715],[0.3636363586380166],[0.0],[0.0],[0.0],[0.14814814814814814],[0.14285714285714285],[0.14545454045619852],[0.1973684210526316],[9.929306298309508e-232],[0.10464852396497981],0.0797970784401214,0.008880474195062245,0.007495894393475815,0.00293635887019037,0.006437575819576144
47_Nucleus Decoding (p = 0.7),0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.0,2.0,-3.815764904022217,-4.649080276489258,[0.4952014684677124],[0.460742712020874],[0.47735103964805603],[0.25],[0.10714285714285714],[0.14999999580000012],[0.0],[0.0],[0.0],[0.16666666666666666],[0.07142857142857142],[0.09999999580000019],[0.05300353356890459],[1.2627076138080564e-231],[0.07748256975232926],0.4492249801406684,0.15715854005213029,0.281867751537961,0.4300931647669254,0.2897064854523389
47_New Human Generated,1.0,3.0,2.6666666666666665,3.0,1.0,4.666666666666667,-3.9171433448791504,-4.862091064453125,[0.5759048461914062],[0.6010133028030396],[0.5881912112236023],[0.34615384615384615],[0.32142857142857145],[0.3333333283401921],[0.15384615384615385],[0.13793103448275862],[0.14545454046942166],[0.34615384615384615],[0.32142857142857145],[0.3333333283401921],[0.2983277591973244],[0],[0.22855699956332753],0.3150713138257204,0.8971227048965074,0.3529171812271437,0.8448554362558364,0.6982984407931624
48_Argmax Decoding,1.0,2.6666666666666665,2.333333333333333,2.6666666666666665,1.0,4.0,-2.896153926849365,-3.55322813987732,[0.6565665602684021],[0.7534012794494629],[0.7016586661338806],[0.3333333333333333],[0.5],[0.39999999520000007],[0.22727272727272727],[0.35714285714285715],[0.2777777730246914],[0.3333333333333333],[0.5],[0.39999999520000007],[0.555938961736063],[1.0618063059647207e-231],[0.2788016430639939],0.208651303250971,0.2551846367639841,0.17691918815805022,0.7518553233811067,0.39465304943438034
48_Nucleus Decoding (p = 0.3),1.0,2.6666666666666665,2.0,2.0,0.0,3.333333333333333,-2.6152987480163574,-3.880965232849121,[0.5190303325653076],[0.4922405779361725],[0.505280613899231],[0.13333333333333333],[0.14285714285714285],[0.1379310294887041],[0.0],[0.0],[0.0],[0.06666666666666667],[0.07142857142857142],[0.06896551224732497],[0.06451612903225806],[1.1337861261109773e-231],[-0.03203311924668517],0.4900607646827858,0.3276703234129627,0.5347689300737875,0.7536422340139981,0.5386938291669161
48_Nucleus Decoding (p = 0.5),0.0,1.0,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,-3.453174829483032,-4.310388088226318,[0.4573822319507599],[0.48627299070358276],[0.4713853597640991],[0.17647058823529413],[0.21428571428571427],[0.19354838214360054],[0.0],[0.0],[0.0],[0.17647058823529413],[0.21428571428571427],[0.19354838214360054],[0.12903225806451613],[8.614911585158347e-232],[0.05324320190174392],0.0317565180392985,0.04822402696765974,0.0628369477619605,0.5976093993206524,0.23622345801675756
48_Nucleus Decoding (p = 0.7),0.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,-3.7751834392547607,-4.989818096160889,[0.5401921272277832],[0.5532041788101196],[0.5466207265853882],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.07142857142857142],[0.07142857142857142],[0.07142856642857177],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.25],[9.257324954728539e-232],[0.25027913970883087],0.3038048205196773,0.28866185759525387,0.34858328265093874,0.3707713074225335,0.336005482556242
48_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.227330684661865,-3.9299216270446777,[0.5796451568603516],[0.7123653292655945],[0.6391884684562683],[0.26666666666666666],[0.5714285714285714],[0.3636363592975207],[0.15625],[0.35714285714285715],[0.2173913001134216],[0.26666666666666666],[0.5714285714285714],[0.3636363592975207],[0.5514705882352942],[0],[0.16383622162821898],0.333219126415635,0.41822730460873764,0.33501228692672513,0.7157632082372793,0.4896675999242474
49_Argmax Decoding,0.3333333333333333,2.333333333333333,2.6666666666666665,2.0,1.0,2.6666666666666665,-2.035602331161499,-2.324742317199707,[0.3831354081630707],[0.36220067739486694],[0.3723740577697754],[0.18181818181818182],[0.09090909090909091],[0.12121211676767694],[0.0],[0.0],[0.0],[0.18181818181818182],[0.09090909090909091],[0.12121211676767694],[0.03861003861003861],[1.0832677820940877e-231],[-0.018573983645591374],0.4614965430696368,0.15087538023769106,0.4641324228670213,0.9236955011351617,0.5129011014132914
49_Nucleus Decoding (p = 0.3),1.0,2.6666666666666665,3.0,2.6666666666666665,1.0,4.666666666666667,-2.305135726928711,-3.959751129150391,[0.4954912066459656],[0.42412030696868896],[0.45703622698783875],[0.3333333333333333],[0.09090909090909091],[0.14285713948979603],[0.0],[0.0],[0.0],[0.16666666666666666],[0.045454545454545456],[0.07142856806122466],[0.039840637450199196],[1.0832677820940877e-231],[-0.18325379949471077],0.5117529192880345,0.5044280557506728,0.638801197035424,0.4751691575900612,0.5394661367920527
49_Nucleus Decoding (p = 0.5),0.0,1.0,2.0,1.0,1.0,1.6666666666666667,-2.93960952758789,-3.536210536956787,[0.39342111349105835],[0.37491142749786377],[0.3839433193206787],[0.2222222222222222],[0.09090909090909091],[0.12903225394380866],[0.09090909090909091],[0.038461538461538464],[0.054054049875822095],[0.2222222222222222],[0.09090909090909091],[0.12903225394380866],[0.0732421875],[1.1409851298103347e-231],[-0.0914373151875334],0.0472788704337798,0.15475952072306365,0.21215667016093898,0.4352141343111713,0.26737677506505797
49_Nucleus Decoding (p = 0.7),0.6666666666666666,2.6666666666666665,2.333333333333333,2.0,1.0,3.0,-2.9567813873291016,-3.5876522064208984,[0.5338990092277527],[0.38750219345092773],[0.4490704834461212],[0.4],[0.09090909090909091],[0.14814814513031557],[0.0],[0.0],[0.0],[0.2],[0.045454545454545456],[0.07407407105624156],[0.04032258064516129],[1.2183324802375697e-231],[-0.199984005627581],0.4040375283943853,0.5113542548678879,0.5383444153896053,0.9388908994461137,0.6628631899012024
49_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,4.333333333333333,-4.468233108520508,-5.34606409072876,[0.5692178010940552],[0.48331987857818604],[0.522763729095459],[0.16666666666666666],[0.045454545454545456],[0.07142856806122466],[0.0],[0.0],[0.0],[0.16666666666666666],[0.045454545454545456],[0.07142856806122466],[0.019920318725099598],[1.0832677820940877e-231],[-0.11696817052312447],0.6129506067186108,0.41565382735476797,0.591654256869545,0.4412257659727938,0.48284461673236895
50_Argmax Decoding,0.0,1.6666666666666667,2.333333333333333,2.0,0.6666666666666666,3.0,-4.001138687133789,-4.968835830688477,[0.6425995230674744],[0.6222476959228516],[0.6322598457336426],[0.48148148148148145],[0.52],[0.4999999950073965],[0.3],[0.3333333333333333],[0.31578946869806096],[0.48148148148148145],[0.52],[0.4999999950073965],[0.4157639083030473],[1.091900080306308e-231],[0.22927747508007779],0.080195248531965,0.030684797293332854,0.029879615698943335,0.007071150412169118,0.022545187801481768
50_Nucleus Decoding (p = 0.3),1.0,2.333333333333333,2.6666666666666665,1.6666666666666667,0.0,3.0,-2.662487745285034,-3.223646402359009,[0.4945968985557556],[0.4584270119667053],[0.47582557797431946],[0.17647058823529413],[0.12],[0.14285713803854888],[0.1111111111111111],[0.07407407407407407],[0.08888888408888915],[0.11764705882352941],[0.08],[0.09523809041950139],[0.15228174603174602],[1.2340561512781763e-231],[-0.05505591746384386],0.0300375075750933,0.0842733650347733,0.09382693535422656,0.8064731939027969,0.32819116476393223
50_Nucleus Decoding (p = 0.5),0.0,1.0,2.0,1.6666666666666667,0.0,2.0,-3.2167532444000244,-4.176308631896973,[0.5092246532440186],[0.42452293634414673],[0.463032066822052],[0.16666666666666666],[0.08],[0.10810810372534715],[0.0],[0.0],[0.0],[0.16666666666666666],[0.08],[0.10810810372534715],[0.07272727272727274],[1.2395288183339461e-231],[-0.08312386069166244],0.6364306684338601,0.31012204882083966,0.5306560913047068,0.7011518979758427,0.5139766793671298
50_Nucleus Decoding (p = 0.7),0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.0,1.6666666666666667,-3.3113534450531006,-4.373492240905762,[0.46157655119895935],[0.40765243768692017],[0.43294185400009155],[0.12],[0.12],[0.1199999950000002],[0.0],[0.0],[0.0],[0.12],[0.12],[0.1199999950000002],[0.10452961672473869],[1.0618063059647207e-231],[-0.03445282504074676],0.4229604235546679,0.4682696605357603,0.3578695061466193,0.8642756929710081,0.5634716198844626
50_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.518193006515503,-4.322713375091553,[0.6817753911018372],[0.6961398720741272],[0.6888827681541443],[0.4117647058823529],[0.56],[0.47457626630278654],[0.2702702702702703],[0.37037037037037035],[0.3124999951220704],[0.4117647058823529],[0.56],[0.47457626630278654],[0.5498890132266882],[1.0181865532756278e-231],[0.29857814460218624],0.3623669453497367,0.5959919072200359,0.5215629341771961,0.6940604575998454,0.6038717663323592
51_Argmax Decoding,0.0,2.333333333333333,1.6666666666666667,1.3333333333333333,0.0,2.0,-2.951824903488159,-3.279707193374634,[0.43247485160827637],[0.4489399194717407],[0.44055360555648804],[0.25],[0.38461538461538464],[0.30303029825528016],[0.041666666666666664],[0.06666666666666667],[0.051282046548323905],[0.25],[0.38461538461538464],[0.30303029825528016],[0.1923076923076923],[1.1102577717991281e-231],[0.014914680180135975],0.0431520110615467,0.11698275367627813,0.43813861861566405,0.8660401614268876,0.4737205112396099
51_Nucleus Decoding (p = 0.3),0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,0.0,1.6666666666666667,-2.6604223251342773,-3.915484189987183,[0.5181232690811157],[0.3918178379535675],[0.4462045729160309],[0.14285714285714285],[0.07692307692307693],[0.09999999545000023],[0.0],[0.0],[0.0],[0.14285714285714285],[0.07692307692307693],[0.09999999545000023],[0.0625],[1.1200407237786664e-231],[-0.12299102903037507],0.0406647172732951,0.7403622925753143,0.7693666509914643,0.9396620346281754,0.8164636593983179
51_Nucleus Decoding (p = 0.5),0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,0.0,2.0,-3.0280165672302246,-3.5899646282196045,[0.5242313146591187],[0.4860256314277649],[0.5044060349464417],[0.21739130434782608],[0.38461538461538464],[0.27777777316358027],[0.043478260869565216],[0.06666666666666667],[0.05263157416897551],[0.17391304347826086],[0.3076923076923077],[0.22222221760802477],[0.19662921348314605],[1.1522277201606316e-231],[0.004781018057719133],0.035702847418029,0.6039813008896247,0.4071361535147636,0.9208402928227927,0.6439859157423937
51_Nucleus Decoding (p = 0.7),0.6666666666666666,2.0,1.6666666666666667,1.0,0.0,1.6666666666666667,-1.604836344718933,-2.1423184871673584,[0.5528438687324524],[0.47171348333358765],[0.5090665221214294],[0.4444444444444444],[0.3076923076923077],[0.36363635880165296],[0.0],[0.0],[0.0],[0.4444444444444444],[0.3076923076923077],[0.36363635880165296],[0.15243902439024393],[1.3165594234639305e-231],[0.08692493106334453],0.7291306690486381,0.5433132358162777,0.7108063361440301,0.46242275540556177,0.5721807757886231
51_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.748687744140625,-3.396820068359375,[0.4308547079563141],[0.5199158191680908],[0.4712139666080475],[0.16129032258064516],[0.38461538461538464],[0.22727272310950417],[0.075],[0.2],[0.10909090512396707],[0.16129032258064516],[0.38461538461538464],[0.22727272310950417],[0.29058323837149075],[9.309480961664223e-232],[-0.032845141069241635],0.2336804586483122,0.8585400401489585,0.7162771919771229,0.9224649717143546,0.8324274012801453
52_Argmax Decoding,1.0,2.0,2.6666666666666665,2.333333333333333,0.6666666666666666,3.6666666666666665,-2.537609577178955,-3.776123523712158,[0.5868449807167053],[0.5549347996711731],[0.5704439878463745],[0.5454545454545454],[0.3],[0.38709676961498435],[0.3076923076923077],[0.18181818181818182],[0.22857142390204094],[0.5454545454545454],[0.3],[0.38709676961498435],[0.28055555555555556],[8.844844403089351e-232],[0.19021106936779564],0.1079386729251459,0.010404858114536546,0.03243333726005916,0.0059200277133824655,0.01625274102932606
52_Nucleus Decoding (p = 0.3),0.3333333333333333,2.0,1.6666666666666667,2.0,0.0,1.6666666666666667,-3.0867996215820312,-4.121494770050049,[0.5028495192527771],[0.5267218351364136],[0.5145089626312256],[0.3333333333333333],[0.35],[0.34146340963712074],[0.08],[0.09090909090909091],[0.08510637799909491],[0.19047619047619047],[0.2],[0.19512194622248677],[0.24848962437614922],[9.418382295637229e-232],[0.05334689521990654],0.2577277815339617,0.14060041661685246,0.44849932760093636,0.4823593167445873,0.357153020320792
52_Nucleus Decoding (p = 0.5),1.0,1.6666666666666667,2.333333333333333,2.0,0.6666666666666666,3.0,-2.9934780597686768,-3.818671464920044,[0.5918440818786621],[0.5767093896865845],[0.5841787457466125],[0.5],[0.3],[0.3749999953125],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.5],[0.3],[0.3749999953125],[0.3121527777777778],[8.844844403089351e-232],[0.20221819835677413],0.0645789752422177,0.005715540438479859,0.008745438250349569,0.0025088821982951473,0.005656620295708192
52_Nucleus Decoding (p = 0.7),0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,-4.8191633224487305,-5.963903903961182,[0.6011034250259399],[0.5604639649391174],[0.5800727605819702],[0.38461538461538464],[0.25],[0.30303029825528016],[0.07692307692307693],[0.045454545454545456],[0.05714285247346978],[0.3076923076923077],[0.2],[0.24242423764921955],[0.19293614881850174],[0],[0.06640072882645265],0.0672061311972314,0.03086194546093688,0.08845590240564032,0.016305054673474043,0.04520763418001708
52_New Human Generated,1.0,3.0,2.6666666666666665,3.0,1.0,4.666666666666667,-3.2858986854553223,-3.8594465255737305,[0.49738144874572754],[0.5507060289382935],[0.5226872563362122],[0.08],[0.1],[0.08888888395061757],[0.0],[0.0],[0.0],[0.04],[0.05],[0.04444443950617339],[0.1271186440677966],[1.0332112772921225e-231],[-0.0003448354763995187],0.4195757867413335,0.6445020769672836,0.798001023983866,0.8325066457534347,0.7583365822348614
53_Argmax Decoding,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,0.0,2.0,-1.574551343917847,-2.1186628341674805,[0.6615151762962341],[0.6221467852592468],[0.6412273049354553],[0.5384615384615384],[0.4375],[0.4827586157431629],[0.07142857142857142],[0.06666666666666667],[0.06896551224732497],[0.46153846153846156],[0.375],[0.4137930985017836],[0.28211284513805523],[1.1808001696991507e-231],[0.30743978068750843],0.2809281730464073,0.6531020727176003,0.7501126286937335,0.05102825161429063,0.4847476510085415
53_Nucleus Decoding (p = 0.3),1.0,2.333333333333333,1.6666666666666667,1.3333333333333333,0.0,2.333333333333333,-1.5876165628433228,-2.813686847686768,[0.571992039680481],[0.44448912143707275],[0.5002439022064209],[0.8],[0.25],[0.3809523773242631],[0.2],[0.06666666666666667],[0.09999999625000015],[0.6],[0.1875],[0.2857142820861678],[0.31356509884117245],[1.2183324802375697e-231],[0.20361284098727195],0.8695671974098346,0.049452115718133766,0.9599892687209083,0.8791684110003006,0.6295365984797808
53_Nucleus Decoding (p = 0.5),1.0,3.0,2.0,1.3333333333333333,0.0,3.0,-1.5083818435668943,-2.117627143859864,[0.713503897190094],[0.6080203056335449],[0.6565523147583008],[0.4],[0.25],[0.3076923029585799],[0.0],[0.0],[0.0],[0.3],[0.1875],[0.23076922603550304],[0.22822085889570554],[1.3483065280626046e-231],[0.2517701525790246],0.735711643812549,0.9472791196945844,0.950381170969751,0.9621843929304266,0.953281561198254
53_Nucleus Decoding (p = 0.7),0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,0.0,2.333333333333333,-2.732431650161743,-3.224803924560547,[0.5825807452201843],[0.661380410194397],[0.6194847822189331],[0.3],[0.375],[0.33333332839506175],[0.0],[0.0],[0.0],[0.3],[0.375],[0.33333332839506175],[0.2247191011235955],[1.1522277201606316e-231],[0.24437052385076274],0.6382272318397848,0.48553377223436295,0.7143122418956164,0.7729330014046494,0.6575930051782096
53_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.404905080795288,-4.269532203674316,[0.4746808707714081],[0.5943152904510498],[0.5278037190437317],[0.2857142857142857],[0.625],[0.3921568584390619],[0.02702702702702703],[0.06666666666666667],[0.038461534356509314],[0.22857142857142856],[0.5],[0.31372548589004234],[0.4086825888340435],[1.0244914152188952e-231],[0.009412014169209004],0.0896107928404209,0.8421263824435329,0.472357643564596,0.8648397317121295,0.7264412525734194
54_Argmax Decoding,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,-2.545984983444214,-2.418887138366699,[0.5473631620407104],[0.457100510597229],[0.498176246881485],[0.375],[0.13636363636363635],[0.19999999608888894],[0.1111111111111111],[0.043478260869565216],[0.06249999595703151],[0.375],[0.13636363636363635],[0.19999999608888894],[0.17262708052181738],[1.1409851298103347e-231],[0.07612204476114559],0.5631455862482843,0.47915566329267284,0.5354827417369936,0.09479268477912747,0.36981036326959793
54_Nucleus Decoding (p = 0.3),0.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,-2.330828905105591,-2.450916051864624,[0.4963878095149994],[0.49977076053619385],[0.498073548078537],[0.38461538461538464],[0.22727272727272727],[0.285714281044898],[0.125],[0.08695652173913043],[0.10256409772518103],[0.23076923076923078],[0.13636363636363635],[0.17142856675918378],[0.13618677042801555],[9.893133360884868e-232],[0.1096156527521357],0.0207525456898291,0.20102487590864798,0.1944546986142573,0.0483447154391587,0.14794142998735466
54_Nucleus Decoding (p = 0.5),0.3333333333333333,2.0,2.6666666666666665,2.0,1.0,3.0,-2.285951375961304,-3.425123453140259,[0.5425285696983337],[0.5335158109664917],[0.5379844903945923],[0.17647058823529413],[0.13636363636363635],[0.15384614892833676],[0.0],[0.0],[0.0],[0.17647058823529413],[0.13636363636363635],[0.15384614892833676],[0.11811023622047245],[1.1337861261109773e-231],[0.06517284952918123],0.5261328361071533,0.6928082891226901,0.6554614628945075,0.9029501136862002,0.7504066219011326
