id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
14_Seq2Seq,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.0,3.0,-2.656592845916748,-3.652263641357422,[0.49344098567962646],[0.47244197130203247],[0.4827131927013397],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.029761904761904767],[1.1008876702055895e-231],[0.08346570866619984],0.0099239142138264,0.5266729564627476,0.6176344820376678,0.9407122648540915,0.6950065677848357
14_Language Model,1.0,2.6666666666666665,2.333333333333333,3.0,0.0,3.333333333333333,-2.758206605911255,-3.844086885452272,[0.5298976898193359],[0.48564907908439636],[0.506809413433075],[0.1111111111111111],[0.0625],[0.07999999539200027],[0.0],[0.0],[0.0],[0.1111111111111111],[0.0625],[0.07999999539200027],[0.060606060606060615],[1.1640469867513693e-231],[-0.05415841861836035],0.021241013987666,0.3693989489908969,0.44640154955050376,0.8756597981644532,0.5638200989019513
14_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.791264772415161,-4.283484935760498,[0.5866117477416992],[0.5888402462005615],[0.5877238512039185],[0.21428571428571427],[0.1875],[0.19999999502222232],[0.0],[0.0],[0.0],[0.21428571428571427],[0.1875],[0.19999999502222232],[0.17751479289940827],[1.1988328686372911e-231],[0.13502089018795482],0.0683047192962348,0.8771860566834226,0.5803002089472581,0.8610976226821925,0.7728612961042911
15_KV-MemNN,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-4.279233932495117,-5.6499104499816895,[0.48270779848098755],[0.49740058183670044],[0.48994407057762146],[0.25],[0.3],[0.27272726776859507],[0.0],[0.0],[0.0],[0.08333333333333333],[0.1],[0.09090908595041348],[0.14705882352941177],[1.1640469867513693e-231],[0.04555548650419727],0.4616321493710056,0.1563300394895569,0.2556465689792081,0.5080831266271114,0.3066865783652922
15_Seq2Seq,1.0,3.0,3.0,2.333333333333333,0.0,3.6666666666666665,-2.2220780849456787,-4.063132286071777,[0.5222476124763489],[0.5080431699752808],[0.5150474309921265],[0.18181818181818182],[0.2],[0.1904761854875285],[0.0],[0.0],[0.0],[0.18181818181818182],[0.2],[0.1904761854875285],[0.09803921568627452],[1.1640469867513693e-231],[0.1377887443838841],0.0150224221239731,0.4806663058906529,0.4439606691175848,0.9447734402162508,0.6231334717414961
15_Language Model,1.0,3.0,2.0,2.6666666666666665,0.0,3.6666666666666665,-2.415720224380493,-2.545677900314331,[0.5587226152420044],[0.4723755121231079],[0.5119336247444153],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[9.788429383461836e-232],[0.16100377118833742],0.3023710274577497,0.5615786581698817,0.7176629002225045,0.9507528340416574,0.7433314641446812
15_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,5.0,-2.873015880584717,-3.320007562637329,[0.5350418090820312],[0.5586743354797363],[0.5466027855873108],[0.10526315789473684],[0.2],[0.13793102996432832],[0.05555555555555555],[0.1111111111111111],[0.0740740696296299],[0.10526315789473684],[0.2],[0.13793102996432832],[0.23232323232323232],[1.1337861261109773e-231],[0.13616586439436518],0.2673258687649752,0.6071009403575907,0.39981510235409057,0.9401098550293296,0.6490086325803369
16_KV-MemNN,1.0,3.0,1.0,3.0,0.0,3.0,-3.70310378074646,-4.668639183044434,[0.47837477922439575],[0.4876636564731598],[0.4829745292663574],[0.14285714285714285],[0.13333333333333333],[0.1379310294887041],[0.0],[0.0],[0.0],[0.14285714285714285],[0.13333333333333333],[0.1379310294887041],[0.14124293785310735],[1.1008876702055895e-231],[-0.0619438606273095],0.0332369114156419,0.25360546295433645,0.26301678086194813,0.9338927986351387,0.4835050141504745
16_Seq2Seq,1.0,2.6666666666666665,2.333333333333333,2.6666666666666665,0.3333333333333333,3.6666666666666665,-2.5166306495666504,-3.8751955032348633,[0.536750316619873],[0.49137645959854126],[0.5130621790885925],[0.36363636363636365],[0.26666666666666666],[0.3076923028106509],[0.0],[0.0],[0.0],[0.36363636363636365],[0.26666666666666666],[0.3076923028106509],[0.2724953617810761],[1.331960397810445e-231],[0.05849214992832674],0.2015708868768288,0.1810274516136137,0.3102842354373674,0.8370402075981515,0.4427839648830442
16_Language Model,1.0,2.6666666666666665,1.3333333333333333,1.0,0.0,1.6666666666666667,-2.2957465648651123,-3.3896617889404297,[0.5184991955757141],[0.4267231523990631],[0.4681556820869446],[0.25],[0.13333333333333333],[0.173913038941399],[0.0],[0.0],[0.0],[0.25],[0.13333333333333333],[0.173913038941399],[0.11764705882352941],[1.2882297539194154e-231],[-0.08595250657192888],0.0868390177037118,0.4164854405679229,0.37466049045779065,0.8932519263312447,0.5614659524523195
16_New Human Generated,1.0,3.0,2.6666666666666665,3.0,1.0,4.666666666666667,-3.7308952808380127,-4.543048858642578,[0.8113394379615784],[0.7809937596321106],[0.7958773970603943],[0.6153846153846154],[0.5333333333333333],[0.5714285664540818],[0.4166666666666667],[0.3333333333333333],[0.37037036543209884],[0.6153846153846154],[0.5333333333333333],[0.5714285664540818],[0.5922865013774106],[1.2183324802375697e-231],[0.5501755504298379],0.1944165376710607,0.31119942878297907,0.435166521607122,0.6249672077511956,0.45711105271376556
17_KV-MemNN,1.0,3.0,3.0,2.6666666666666665,0.0,4.333333333333333,-3.758265018463135,-3.736129760742188,[0.6697756052017212],[0.7447194457054138],[0.7052621841430664],[0.26666666666666666],[0.4444444444444444],[0.33333332864583337],[0.07142857142857142],[0.1111111111111111],[0.0869565169754256],[0.26666666666666666],[0.4444444444444444],[0.33333332864583337],[0.34386200716845877],[1.2882297539194154e-231],[0.1660797486916603],0.2210225020653432,0.7827816228239216,0.7763560166542313,0.9005848334302473,0.8199074909694667
17_Seq2Seq,1.0,3.0,3.0,1.3333333333333333,0.3333333333333333,3.6666666666666665,-3.10923433303833,-3.2161476612091064,[0.8885678052902222],[0.8210252523422241],[0.853462278842926],[0.75],[0.6666666666666666],[0.7058823479584776],[0.5714285714285714],[0.4444444444444444],[0.4999999950781251],[0.75],[0.6666666666666666],[0.7058823479584776],[0.5913134484563056],[1.2508498911928379e-231],[0.6854397609532261],0.0665379037205201,0.7654643690239648,0.7495447325592873,0.9369679283005234,0.8173256766279252
17_Language Model,1.0,3.0,3.0,1.3333333333333333,0.3333333333333333,4.0,-3.259455680847168,-3.2401552200317383,[0.9551629424095154],[0.8604971170425415],[0.9053621888160706],[1.0],[0.7777777777777778],[0.8749999950781251],[0.6666666666666666],[0.4444444444444444],[0.5333333285333334],[1.0],[0.7777777777777778],[0.8749999950781251],[0.754985754985755],[1.384292958842266e-231],[0.6861138472975262],0.4205213551894255,0.8171968452385139,0.8221935772631435,0.8684267218375864,0.8359390481130813
17_New Human Generated,1.0,3.0,3.0,2.333333333333333,0.6666666666666666,4.666666666666667,-3.2033376693725586,-3.1314821243286133,[0.6476964354515076],[0.7885323166847229],[0.7112091779708862],[0.3125],[0.5555555555555556],[0.399999995392],[0.2],[0.3333333333333333],[0.24999999531250006],[0.3125],[0.5555555555555556],[0.399999995392],[0.6181795634920636],[1.1640469867513693e-231],[0.3289066554376471],0.3953664668009006,0.8025828065961492,0.7793756658159439,0.8818108475019345,0.8212564399713426
18_KV-MemNN,0.6666666666666666,2.0,2.0,2.333333333333333,0.0,2.6666666666666665,-4.225332260131836,-5.009127616882324,[0.5160561800003052],[0.48815175890922546],[0.5017162561416626],[0.16666666666666666],[0.13333333333333333],[0.1481481432098767],[0.0],[0.0],[0.0],[0.16666666666666666],[0.13333333333333333],[0.1481481432098767],[0.09036144578313254],[1.1409851298103347e-231],[-0.023203571528526146],0.0283202296214109,0.5632410234952209,0.36404088238402443,0.49313254392862466,0.47347148326928995
18_Seq2Seq,0.0,1.6666666666666667,1.0,2.333333333333333,1.0,2.0,-3.7924821376800537,-3.8415136337280273,[0.5276166200637817],[0.483816921710968],[0.5047683715820312],[0.3333333333333333],[0.2],[0.24999999531250006],[0.0],[0.0],[0.0],[0.3333333333333333],[0.2],[0.24999999531250006],[0.1506024096385542],[1.2627076138080564e-231],[0.03448311452435626],0.0394053843251483,0.44304181283849153,0.44259685093269974,0.3478376479049466,0.4111587705587126
18_Language Model,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,2.6666666666666665,-2.63124942779541,-2.87463641166687,[0.5891780853271484],[0.5114425420761108],[0.5475651621818542],[0.38461538461538464],[0.3333333333333333],[0.35714285216836733],[0.15384615384615385],[0.14285714285714285],[0.14814814315500704],[0.38461538461538464],[0.3333333333333333],[0.35714285216836733],[0.2854713313896987],[1.3091834502273125e-231],[0.11955731050591101],0.0708711230624695,0.49907784378884784,0.6309322053431043,0.6631447307754192,0.5977182599691239
18_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.68648099899292,-3.850765466690064,[0.4688814878463745],[0.4634973108768463],[0.4661738872528076],[0.17647058823529413],[0.2],[0.18749999501953143],[0.0],[0.0],[0.0],[0.17647058823529413],[0.2],[0.18749999501953143],[0.17241379310344832],[1.012071042130996e-231],[-0.010324937201327433],0.0800889272961153,0.407305643080504,0.4445027623229598,0.47815525718362994,0.44332122086236464
19_KV-MemNN,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,2.0,-1.738695502281189,-3.643399477005005,[0.4211624264717102],[0.4046134948730469],[0.412722110748291],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0],[-0.08507998351411405],0.0600264138871455,0.6543637276248269,0.7382231712282106,0.9012418652095133,0.7646095880208502
19_Seq2Seq,1.0,3.0,3.0,1.3333333333333333,0.0,2.6666666666666665,-3.0899243354797363,-3.1408824920654297,[0.585715651512146],[0.5060279369354248],[0.5429635047912598],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.06993006993006992],[1.2882297539194154e-231],[0.055433064054905556],0.261702809233877,0.6626685868480845,0.7476179865709797,0.7639762970865579,0.7247542901685406
19_Language Model,1.0,3.0,3.0,1.3333333333333333,0.0,2.6666666666666665,-2.78969407081604,-3.051471948623657,[0.6298345923423767],[0.5333354473114014],[0.5775821208953857],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.16666666666666666],[0.07692307692307693],[0.10526315357340738],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.2191840277777778],[1.2508498911928379e-231],[0.1754360352215968],0.3707066438965135,0.7383606596072025,0.825050096285556,0.8684268177621401,0.8106125245516328
19_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,5.0,-3.347524404525757,-4.046928405761719,[0.7062208652496338],[0.7711407542228699],[0.7372544407844543],[0.3333333333333333],[0.38461538461538464],[0.35714285216836733],[0.21428571428571427],[0.23076923076923078],[0.22222221722908106],[0.3333333333333333],[0.38461538461538464],[0.35714285216836733],[0.4901960784313726],[1.0518351895246305e-231],[0.4034170496038729],0.2033061580418592,0.8127328383093947,0.7399204056288053,0.8086854435898894,0.7871128958426965
20_KV-MemNN,1.0,3.0,1.3333333333333333,3.0,0.0,2.6666666666666665,-3.0679266452789307,-3.98762583732605,[0.5280600786209106],[0.5377875566482544],[0.5328794121742249],[0.25],[0.3125],[0.2777777728395062],[0.0],[0.0],[0.0],[0.15],[0.1875],[0.16666666172839517],[0.15151515151515152],[1.012071042130996e-231],[0.0550853818001521],0.1578510468162137,0.5533835694325887,0.21833646459490685,0.6039270295071474,0.45854902117821433
20_Seq2Seq,0.6666666666666666,3.0,1.6666666666666667,2.333333333333333,0.0,2.333333333333333,-2.208286762237549,-2.7118821144104004,[0.5480207800865173],[0.4963429272174835],[0.5209032893180847],[0.3333333333333333],[0.25],[0.2857142808163266],[0.0],[0.0],[0.0],[0.25],[0.1875],[0.2142857093877552],[0.12658227848101264],[1.1200407237786664e-231],[-0.055742776336768385],0.2758660226525962,0.6965788407607469,0.6698218413977073,0.8752048510914036,0.7472018444166193
20_Language Model,1.0,2.333333333333333,2.333333333333333,1.3333333333333333,0.0,2.0,-1.847132921218872,-2.829479217529297,[0.2989519536495209],[0.31754636764526367],[0.30796870589256287],[0.2857142857142857],[0.125],[0.17391303924385643],[0.0],[0.0],[0.0],[0.2857142857142857],[0.125],[0.17391303924385643],[0.06329113924050632],[9.418382295637229e-232],[-0.12618851043150592],0.0261484902902042,0.048873372156060586,0.17482754403101955,0.8152597037707136,0.3463202066525979
20_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.961055040359497,-3.933144807815552,[0.5521543622016907],[0.5502934455871582],[0.5512223839759827],[0.4375],[0.4375],[0.43749999500000003],[0.2],[0.2],[0.19999999500000015],[0.3125],[0.3125],[0.31249999500000003],[0.4362383540372671],[8.972141065609098e-232],[0.23598204702294712],0.2497372646842925,0.6629891893599508,0.38997998257159033,0.596478477151206,0.5498158830275823
21_KV-MemNN,1.0,3.0,1.6666666666666667,3.0,0.3333333333333333,3.0,-4.660652160644531,-4.898985385894775,[0.37579846382141113],[0.43082544207572937],[0.4014350175857544],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.04807692307692308],[9.418382295637229e-232],[-0.07893986635067507],0.0134303276398047,0.2661203890446561,0.25925838282898783,0.8947572279663286,0.47337866661332423
21_Seq2Seq,1.0,3.0,3.0,2.0,0.0,4.0,-2.0720043182373047,-2.8132832050323486,[0.6018726825714111],[0.4854067862033844],[0.5374020338058472],[0.2222222222222222],[0.2222222222222222],[0.22222221722222232],[0.0],[0.0],[0.0],[0.2222222222222222],[0.2222222222222222],[0.22222221722222232],[0.15],[1.2183324802375697e-231],[0.15454341618639356],0.6155963927053695,0.7985138124342814,0.7059183763113337,0.8550797504381302,0.7865039797279151
21_Language Model,1.0,2.333333333333333,3.0,2.0,0.0,3.0,-1.5931599140167236,-2.357476234436035,[0.4111939072608948],[0.4155694544315338],[0.4133701026439667],[0.2857142857142857],[0.2222222222222222],[0.24999999507812506],[0.0],[0.0],[0.0],[0.2857142857142857],[0.2222222222222222],[0.24999999507812506],[0.14423076923076922],[1.1200407237786664e-231],[0.12451977286850613],0.901854472681912,0.09557809275920424,0.9000870443044989,0.8152597037707136,0.6036416136114723
21_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.02543568611145,-3.3701634407043457,[0.5214589834213257],[0.5799786448478699],[0.5491642355918884],[0.2],[0.3333333333333333],[0.24999999531250006],[0.0],[0.0],[0.0],[0.13333333333333333],[0.2222222222222222],[0.1666666619791668],[0.14150943396226412],[0],[0.0914879881353643],0.5006296903997434,0.8017408805745221,0.8056557038062435,0.809517847781335,0.8056381440540336
22_KV-MemNN,1.0,3.0,3.0,3.0,0.0,4.0,-2.5188353061676025,-3.792926549911499,[0.5226379632949829],[0.5660988092422485],[0.5435009598731995],[0.13333333333333333],[0.18181818181818182],[0.1538461489644972],[0.0],[0.0],[0.0],[0.13333333333333333],[0.18181818181818182],[0.1538461489644972],[0.12195121951219512],[1.1008876702055895e-231],[0.06743506887719397],0.1461609743687439,0.6767058165756453,0.7431526709007714,0.9477769098642599,0.7892117991135589
22_Seq2Seq,1.0,3.0,3.0,3.0,0.6666666666666666,4.666666666666667,-3.5079286098480225,-4.062471389770508,[0.559241771697998],[0.5483169555664062],[0.5537254810333252],[0.14285714285714285],[0.09090909090909091],[0.11111110635802489],[0.0],[0.0],[0.0],[0.14285714285714285],[0.09090909090909091],[0.11111110635802489],[0.043478260869565216],[1.1200407237786664e-231],[0.11494173095079463],0.8503399456772396,0.9271499867702842,0.9485934154421084,0.8314516244278515,0.9023983422134148
22_Language Model,1.0,3.0,2.333333333333333,3.0,0.0,4.333333333333333,-2.711020469665528,-3.998311758041382,[0.7236320376396179],[0.5913423299789429],[0.6508328914642334],[0.5],[0.2727272727272727],[0.3529411719031142],[0.2],[0.1],[0.13333332888888905],[0.5],[0.2727272727272727],[0.3529411719031142],[0.2768640350877193],[1.384292958842266e-231],[0.15472175660031795],0.0543516776592885,0.5638402452529172,0.6455014395168237,0.9496650243672744,0.7196689030456719
22_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-4.416471004486084,-4.480138301849365,[0.49550575017929077],[0.5374622344970703],[0.515631914138794],[0.08333333333333333],[0.09090909090909091],[0.08695651674858251],[0.0],[0.0],[0.0],[0.08333333333333333],[0.09090909090909091],[0.08695651674858251],[0.12295081967213116],[1.1200407237786664e-231],[0.10416011389082303],0.5259358130434952,0.7198903777331469,0.6522768568815251,0.7755590272463797,0.7159087539536838
23_KV-MemNN,1.0,3.0,1.3333333333333333,3.0,0.0,3.333333333333333,-5.034261226654053,-5.750362873077393,[0.4526998996734619],[0.5042034387588501],[0.4770656228065491],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0746268656716418],[1.0669733992029681e-231],[-0.06578477247301717],0.0458836979896707,0.774794438160527,0.2890201378446197,0.37588220937930955,0.4798989284614854
23_Seq2Seq,1.0,3.0,2.6666666666666665,3.0,0.3333333333333333,4.333333333333333,-3.552820920944214,-3.9032716751098633,[0.6372349262237549],[0.621929407119751],[0.6294891238212585],[0.14285714285714285],[0.2],[0.1666666618055557],[0.0],[0.0],[0.0],[0.07142857142857142],[0.1],[0.08333332847222251],[0.15267175572519087],[1.2395288183339461e-231],[0.18627646786046892],0.1430741202409179,0.5827609320959486,0.5333446051747418,0.9437053837676033,0.6866036403460978
23_Language Model,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-3.475590229034424,-4.022967338562012,[0.7623096704483032],[0.6416290998458862],[0.6967825889587402],[0.125],[0.1],[0.11111110617283973],[0.0],[0.0],[0.0],[0.125],[0.1],[0.11111110617283973],[0.15873015873015875],[1.384292958842266e-231],[0.34604233812673246],0.3515901448550639,0.5622156955262555,0.7412959692769185,0.9024465434950631,0.7353194027660791
23_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.928497314453125,-3.153804540634156,[0.5098645687103271],[0.5581069588661194],[0.5328961610794067],[0.15],[0.3],[0.19999999555555567],[0.047619047619047616],[0.1111111111111111],[0.06666666246666693],[0.15],[0.3],[0.19999999555555567],[0.29817404817404825],[1.1409851298103347e-231],[0.00877096473439598],0.0407825814783559,0.6163551924398347,0.4180130361732554,0.8699198402686134,0.6347626896272346
24_KV-MemNN,0.6666666666666666,2.333333333333333,2.6666666666666665,2.6666666666666665,0.3333333333333333,3.0,-3.586801052093506,-4.713310718536377,[0.5677577257156372],[0.4893353581428528],[0.5256375670433044],[0.2],[0.15384615384615385],[0.17391303856332718],[0.0],[0.0],[0.0],[0.2],[0.15384615384615385],[0.17391303856332718],[0.06896551724137931],[1.0244914152188952e-231],[0.09565370056532807],0.0391161087511305,0.2583615137015181,0.3164468889719189,0.5870718634533647,0.38729342204226724
24_Seq2Seq,1.0,2.333333333333333,2.333333333333333,1.6666666666666667,1.0,2.6666666666666665,-1.992300510406494,-2.283863544464112,[0.45107167959213257],[0.37145912647247314],[0.4074125587940216],[0.3333333333333333],[0.15384615384615385],[0.21052631146814413],[0.0],[0.0],[0.0],[0.3333333333333333],[0.15384615384615385],[0.21052631146814413],[0.10204081632653061],[1.1640469867513693e-231],[-0.032657836894916414],0.8762309102121935,0.0663113495945194,0.9512778785308994,0.9510034297332827,0.6561975526195671
24_Language Model,1.0,3.0,1.6666666666666667,2.333333333333333,0.0,3.0,-3.050305128097534,-3.864168882369995,[0.6701136231422424],[0.4812656342983246],[0.5602023601531982],[0.3333333333333333],[0.15384615384615385],[0.21052631146814413],[0.0],[0.0],[0.0],[0.3333333333333333],[0.15384615384615385],[0.21052631146814413],[0.07092198581560284],[1.384292958842266e-231],[0.02177524592148261],0.0489613422359475,0.6627111679249708,0.7382872777203694,0.9496650243672744,0.7835544900042049
24_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.7355833053588867,-3.716871738433838,[0.641761064529419],[0.604415774345398],[0.6225288510322571],[0.25],[0.23076923076923078],[0.23999999500800012],[0.09090909090909091],[0.07692307692307693],[0.08333332836805586],[0.25],[0.23076923076923078],[0.23999999500800012],[0.2551020408163265],[1.1640469867513693e-231],[0.16319997314915846],0.399243090495651,0.7772460406357276,0.7673306410902683,0.8803150834613565,0.8082972550624508
25_KV-MemNN,1.0,2.0,3.0,2.6666666666666665,0.0,3.0,-4.916644096374512,-5.262843132019043,[0.527651309967041],[0.46871668100357056],[0.4964410066604614],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.040322580645161296],[1.154647032204335e-231],[0.1212562504348702],0.0780948794377299,0.04378425991436085,0.07516887239009792,0.06968311025417095,0.06287874751954324
25_Seq2Seq,1.0,3.0,3.0,2.6666666666666665,0.0,4.0,-2.071002960205078,-4.286382675170898,[0.6651570796966553],[0.543372631072998],[0.5981286764144897],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.03968253968253969],[1.2508498911928379e-231],[0.15727358465757446],0.8006921574135022,0.3356368697959687,0.8091987652568765,0.4812408886704993,0.5420255079077815
25_Language Model,1.0,3.0,2.6666666666666665,2.6666666666666665,0.0,3.333333333333333,-2.5901057720184326,-3.880086660385132,[0.641022801399231],[0.5177421569824219],[0.5728245973587036],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.03968253968253969],[1.2508498911928379e-231],[0.15500875430003114],0.5894235590645653,0.4173426721482642,0.8139554324746209,0.13402460534984043,0.45510756999090846
25_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.511771440505981,-3.981994152069092,[0.4780557155609131],[0.46932312846183777],[0.47364914417266846],[0.1],[0.09090909090909091],[0.09523809024943337],[0.0],[0.0],[0.0],[0.1],[0.09090909090909091],[0.09523809024943337],[0.07751937984496124],[1.2882297539194154e-231],[0.05142281197809151],0.15631476187511,0.1909780563817682,0.3735934420504588,0.19543729015964179,0.2533362628639562
26_KV-MemNN,1.0,3.0,1.0,2.6666666666666665,0.0,2.6666666666666665,-5.176592350006104,-4.932797431945801,[0.4671255946159363],[0.4479949474334717],[0.45736032724380493],[0.1111111111111111],[0.07692307692307693],[0.09090908607438043],[0.0],[0.0],[0.0],[0.1111111111111111],[0.07692307692307693],[0.09090908607438043],[0.06535947712418301],[1.0518351895246305e-231],[-0.0395298107976636],0.1354018846103763,0.3804627408717878,0.37052565265308335,0.9452748113455711,0.5654210682901474
26_Seq2Seq,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-2.798480033874512,-3.282298803329468,[0.5871667861938477],[0.47772416472435],[0.5268215537071228],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.0],[0.0],[0.0],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.13071895424836602],[1.2508498911928379e-231],[0.18415168701668172],0.5897402580552129,0.8369302816786814,0.7014967103456704,0.7791060963575642,0.7725110294606387
26_Language Model,1.0,1.6666666666666667,1.3333333333333333,2.333333333333333,0.0,2.6666666666666665,-2.699373722076416,-3.414604663848877,[0.39267992973327637],[0.3682419955730438],[0.38006851077079773],[0.25],[0.15384615384615385],[0.19047618575963732],[0.0],[0.0],[0.0],[0.25],[0.15384615384615385],[0.19047618575963732],[0.09554140127388534],[1.1409851298103347e-231],[0.09584186970247655],0.485712369787495,0.06092119659718803,0.14715390437439135,0.013445239800291168,0.07384011359062352
26_New Human Generated,1.0,3.0,3.0,3.0,0.3333333333333333,4.666666666666667,-2.4559919834136963,-3.8807122707366943,[0.5089254379272461],[0.43869805335998535],[0.4712095260620117],[0.09090909090909091],[0.07692307692307693],[0.08333332836805586],[0.0],[0.0],[0.0],[0.09090909090909091],[0.07692307692307693],[0.08333332836805586],[0.03225806451612903],[0],[0.08784166898516488],0.4711390049539521,0.3321855082443128,0.5868462389146114,0.9147306445823193,0.6112541305804146
27_KV-MemNN,1.0,3.0,3.0,2.0,0.0,4.0,-2.087554216384888,-2.34169602394104,[0.47359800338745117],[0.506895899772644],[0.48968154191970825],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.125],[1.2882297539194154e-231],[0.015046125177029857],0.3532733374963578,0.7668004812479007,0.7369492276399383,0.6814733291170367,0.7284076793349586
27_Seq2Seq,1.0,3.0,3.0,2.0,0.0,4.0,-2.169867515563965,-2.403233528137207,[0.4676809012889862],[0.5221583247184753],[0.4934205114841461],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.1234567901234568],[1.2508498911928379e-231],[0.037226764081313424],0.2738979307980339,0.7509814753114845,0.7332693696442102,0.8698769803075678,0.7847092750877541
27_Language Model,1.0,3.0,3.0,2.0,0.0,4.0,-2.193729877471924,-2.355356454849243,[0.4833696484565735],[0.5364042520523071],[0.5085078477859497],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.0],[0.0],[0.0],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.3155006858710563],[1.2508498911928379e-231],[0.041024199197004396],0.2721489340439366,0.7579278455058609,0.7330463236934639,0.8684267781163599,0.7864669824385615
27_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.9487850666046143,-4.605854511260986,[0.49722737073898315],[0.5689372420310974],[0.530670702457428],[0.08333333333333333],[0.14285714285714285],[0.10526315324099744],[0.0],[0.0],[0.0],[0.08333333333333333],[0.14285714285714285],[0.10526315324099744],[0.17045454545454547],[1.0832677820940877e-231],[-0.04700456141112275],0.0360945110693597,0.8771397266325172,0.7428630415682128,0.9429495682522222,0.8543174454843174
28_KV-MemNN,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-2.493321895599365,-3.4858922958374023,[0.6740652918815613],[0.6094587445259094],[0.6401360630989075],[0.3333333333333333],[0.25],[0.2857142808163266],[0.0],[0.0],[0.0],[0.3333333333333333],[0.25],[0.2857142808163266],[0.12820512820512822],[1.384292958842266e-231],[0.19997621093013307],0.6382021949474065,0.856846371749461,0.9254887742075921,0.9553279740069873,0.9125543733213468
28_Seq2Seq,1.0,3.0,3.0,3.0,0.0,3.6666666666666665,-2.5955872535705566,-3.0302231311798096,[0.5455012917518616],[0.627843976020813],[0.5837832689285278],[0.15384615384615385],[0.25],[0.19047618575963732],[0.0],[0.0],[0.0],[0.15384615384615385],[0.25],[0.19047618575963732],[0.1149425287356322],[1.3091834502273125e-231],[0.0823872308364928],0.1646546857159155,0.6962418152661731,0.5790072493125089,0.8605907414289011,0.7119466020025277
28_Language Model,1.0,3.0,2.0,3.0,0.0,3.333333333333333,-3.662605047225952,-4.466485977172852,[0.4978589117527008],[0.614866316318512],[0.55021071434021],[0.3],[0.375],[0.33333332839506175],[0.0],[0.0],[0.0],[0.3],[0.375],[0.33333332839506175],[0.18292682926829268],[1.2183324802375697e-231],[0.1047962852783948],0.0817578904970686,0.6643221881942131,0.726367214409858,0.8946201753378946,0.7617698593139886
