id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
53_New Human Generated,1.0,2.6666666666666665,2.6666666666666665,3.0,1.0,4.666666666666667,-3.563130140304565,-4.349883079528809,[0.4688704013824463],[0.5076881647109985],[0.48750779032707214],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.0518351895246305e-231],[-0.031828203189241844],0.4894288817768621,0.7841155533979416,0.6413643561934088,0.636229556749198,0.6872364887801828
54_KV-MemNN,1.0,3.0,1.6666666666666667,3.0,0.0,3.333333333333333,-3.071687936782837,-3.849940776824951,[0.5166627764701843],[0.5228266716003418],[0.5197264552116394],[0.06666666666666667],[0.07142857142857142],[0.06896551224732497],[0.0],[0.0],[0.0],[0.06666666666666667],[0.07142857142857142],[0.06896551224732497],[0.09375],[9.109159947227211e-232],[-0.046339818446294645],0.0941972063361715,0.731682477298549,0.6804289281747282,0.9300554121159101,0.780722272529729
54_Seq2Seq,1.0,2.0,1.6666666666666667,2.333333333333333,1.0,2.333333333333333,-1.829750061035156,-2.469679594039917,[0.36380788683891296],[0.3535217344760895],[0.3585910499095917],[0.4],[0.14285714285714285],[0.21052631191135737],[0.0],[0.0],[0.0],[0.4],[0.14285714285714285],[0.21052631191135737],[0.24155844155844156],[1.2183324802375697e-231],[-0.04690594540960813],0.3758632308062106,0.043872033002914056,0.810218496038239,0.9509712497902646,0.6016872596104726
54_Language Model,1.0,2.0,1.3333333333333333,2.333333333333333,0.0,2.333333333333333,-2.207354784011841,-2.9922935962677,[0.4287780523300171],[0.36934730410575867],[0.39684998989105225],[0.6],[0.21428571428571427],[0.3157894698060942],[0.0],[0.0],[0.0],[0.6],[0.21428571428571427],[0.3157894698060942],[0.3114232706069441],[1.2183324802375697e-231],[0.06562493996329999],0.503124842868157,0.08833982035035852,0.7422065487652563,0.9345865035698495,0.588377624228488
54_New Human Generated,1.0,3.0,3.0,2.6666666666666665,0.0,4.0,-3.6031086444854736,-3.321457624435425,[0.5823962688446045],[0.5585342049598694],[0.5702157616615295],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.0],[0.0],[0.0],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.0625],[9.109159947227211e-232],[0.05122018756416413],0.4639700784686387,0.636317596086861,0.7646607618388133,0.5449511490770236,0.6486431690008992
55_KV-MemNN,0.6666666666666666,2.0,1.6666666666666667,2.333333333333333,0.3333333333333333,2.6666666666666665,-4.277062892913818,-5.381684303283691,[0.49529439210891724],[0.5019218325614929],[0.49858608841896057],[0.1111111111111111],[0.08333333333333333],[0.09523809034013632],[0.0],[0.0],[0.0],[0.1111111111111111],[0.08333333333333333],[0.09523809034013632],[0.07751937984496124],[1.1640469867513693e-231],[0.008564119249680036],0.1167459695002644,0.019491022632980016,0.15851074789984648,0.46492963334686066,0.21431046795989572
55_Seq2Seq,1.0,3.0,3.0,2.333333333333333,0.6666666666666666,3.333333333333333,-3.2219719886779785,-4.393581390380859,[0.5091044902801514],[0.45442867279052734],[0.48021528124809265],[0.14285714285714285],[0.08333333333333333],[0.10526315324099744],[0.0],[0.0],[0.0],[0.14285714285714285],[0.08333333333333333],[0.10526315324099744],[0.08],[1.4256605770826504e-231],[-0.015437149129542416],0.0372219200795259,0.1438687566135879,0.16264813821143265,0.0031663009864909136,0.10322773193717048
55_Language Model,1.0,2.6666666666666665,1.0,2.6666666666666665,0.0,2.6666666666666665,-3.309652090072632,-3.955764055252075,[0.5919174551963806],[0.555588960647583],[0.5731781721115112],[0.3333333333333333],[0.3333333333333333],[0.3333333283333334],[0.0],[0.0],[0.0],[0.3333333333333333],[0.3333333333333333],[0.3333333283333334],[0.19083969465648856],[1.2395288183339461e-231],[0.23930102593702163],0.0719919360186172,0.5107729595456438,0.408304369775659,0.9230515995281009,0.6140429762831346
55_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,5.0,-2.322124719619751,-3.485553741455078,[0.5462445616722107],[0.5409595966339111],[0.543589174747467],[0.125],[0.16666666666666666],[0.14285713795918387],[0.0],[0.0],[0.0],[0.125],[0.16666666666666666],[0.14285713795918387],[0.14814814814814817],[1.0518351895246305e-231],[0.04724121775892565],0.0542451679001171,0.20279249311017264,0.1740112764852495,0.8863415570601318,0.42104844221851795
56_KV-MemNN,1.0,3.0,2.6666666666666665,2.6666666666666665,0.0,3.6666666666666665,-5.480003833770752,-5.172317028045654,[0.5523325204849243],[0.4925602078437805],[0.5207367539405823],[0.2727272727272727],[0.2],[0.23076922588757406],[0.0],[0.0],[0.0],[0.2727272727272727],[0.2],[0.23076922588757406],[0.12903225806451613],[1.3165594234639305e-231],[0.011683783924143376],0.3925393553402133,0.579330207556982,0.7719746722949992,0.08538738093896613,0.47889742026364907
56_Seq2Seq,1.0,2.6666666666666665,2.333333333333333,2.0,0.0,3.333333333333333,-3.184412717819214,-5.253538131713867,[0.5217275023460388],[0.4641767740249634],[0.4912724196910858],[0.16666666666666666],[0.06666666666666667],[0.09523809115646274],[0.0],[0.0],[0.0],[0.16666666666666666],[0.06666666666666667],[0.09523809115646274],[0.16812865497076024],[1.2882297539194154e-231],[-0.03669282254473205],0.798910392603505,0.7748166791571988,0.8637677692831099,0.2539469370018476,0.6308437951473854
56_Language Model,1.0,3.0,3.0,2.6666666666666665,0.3333333333333333,4.333333333333333,-3.48821759223938,-4.296233177185059,[0.569304883480072],[0.5177920460700989],[0.5423280000686646],[0.4],[0.26666666666666666],[0.31999999520000005],[0.0],[0.0],[0.0],[0.3],[0.2],[0.23999999520000007],[0.12987012987012989],[1.3483065280626046e-231],[0.06724497249990113],0.0452813896838174,0.6706764824349892,0.6905049610237739,0.9167360075302986,0.7593058169963539
56_New Human Generated,1.0,3.0,3.0,2.6666666666666665,0.6666666666666666,4.333333333333333,-2.35921311378479,-3.698375225067138,[0.5020380020141602],[0.47393572330474854],[0.487582266330719],[0.23529411764705882],[0.26666666666666666],[0.24999999501953132],[0.0],[0.0],[0.0],[0.17647058823529413],[0.2],[0.18749999501953143],[0.12269938650306748],[1.0377133938315695e-231],[0.017640906367485942],0.1644113587608521,0.7647422795906315,0.7708478021450922,0.9146887080554401,0.8167595965970545
57_KV-MemNN,0.6666666666666666,2.0,2.6666666666666665,2.333333333333333,0.0,2.6666666666666665,-4.4857497215271,-4.872832298278809,[0.5944970846176147],[0.538425862789154],[0.5650739669799805],[0.3],[0.23076923076923078],[0.26086956030245756],[0.0],[0.0],[0.0],[0.3],[0.23076923076923078],[0.26086956030245756],[0.11718749999999999],[1.1896457329133973e-231],[0.06743448763195692],0.0769944084821763,0.5112014145133295,0.49309588618643196,0.4840188741859828,0.49610539162858136
57_Seq2Seq,1.0,3.0,3.0,2.333333333333333,0.0,3.333333333333333,-2.975039005279541,-3.50635027885437,[0.7059426307678223],[0.5728791952133179],[0.6324881911277771],[0.42857142857142855],[0.23076923076923078],[0.29999999545000006],[0.0],[0.0],[0.0],[0.42857142857142855],[0.23076923076923078],[0.29999999545000006],[0.12096774193548389],[1.154647032204335e-231],[0.13107628762293688],0.1593306558466411,0.6859934644701159,0.6821511934252532,0.9421403126661585,0.7700949901871758
57_Language Model,1.0,2.0,3.0,2.0,0.0,3.0,-2.739739894866944,-3.596890926361084,[0.3748724162578583],[0.3748207092285156],[0.37484654784202576],[0.42857142857142855],[0.23076923076923078],[0.29999999545000006],[0.0],[0.0],[0.0],[0.42857142857142855],[0.23076923076923078],[0.29999999545000006],[0.11718749999999999],[1.4147351699132998e-231],[0.015269483978807119],0.6601697464508843,0.3776082096672638,0.42829870859067937,0.22441516111822227,0.34344069312538855
57_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,4.666666666666667,-3.6440935134887695,-3.535063982009888,[0.7445307374000549],[0.6383442878723145],[0.6873606443405151],[0.5555555555555556],[0.38461538461538464],[0.4545454497107439],[0.375],[0.25],[0.29999999520000004],[0.5555555555555556],[0.38461538461538464],[0.4545454497107439],[0.38412698412698415],[1.384292958842266e-231],[0.203633289478938],0.0218439608723216,0.5642907125793885,0.5983266203293703,0.9301241056414161,0.697580479516725
58_KV-MemNN,1.0,3.0,2.333333333333333,2.6666666666666665,0.0,3.333333333333333,-3.8628203868865967,-4.376674652099609,[0.4973593056201935],[0.5131383538246155],[0.5051255822181702],[0.07692307692307693],[0.1],[0.08695651682419688],[0.0],[0.0],[0.0],[0.07692307692307693],[0.1],[0.08695651682419688],[0.04807692307692308],[9.418382295637229e-232],[0.1521080673643853],0.3574831195640241,0.49556711196765774,0.5032674148574647,0.8379677300568408,0.6122674189606544
58_Seq2Seq,1.0,3.0,2.6666666666666665,1.6666666666666667,0.0,3.0,-2.945964097976685,-4.260088920593262,[0.5168871879577637],[0.4760904908180237],[0.4956507682800293],[0.14285714285714285],[0.1],[0.11764705397923896],[0.0],[0.0],[0.0],[0.14285714285714285],[0.1],[0.11764705397923896],[0.10309278350515463],[1.1200407237786664e-231],[0.0427564977644177],0.3272400052907022,0.18078398214959124,0.3060345066521738,0.8003969717788679,0.42907182019354434
58_Language Model,1.0,3.0,2.333333333333333,2.333333333333333,0.6666666666666666,3.6666666666666665,-3.517491579055786,-3.25649356842041,[0.5961958169937134],[0.5369182229042053],[0.56500643491745],[0.2222222222222222],[0.2],[0.21052631080332423],[0.0],[0.0],[0.0],[0.2222222222222222],[0.2],[0.21052631080332423],[0.10101010101010102],[1.0518351895246305e-231],[0.1723479231761138],0.2101401378933289,0.5670395199706312,0.632637753615254,0.9451881654335889,0.7149551463398246
58_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-4.000399112701416,-3.707412004470825,[0.4554273784160614],[0.4647538661956787],[0.460043340921402],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0],[-0.06668848249962633],0.1673764956500988,0.3590474105123417,0.2567478456438247,0.8321019435252224,0.48263239989379625
59_KV-MemNN,0.6666666666666666,2.333333333333333,2.0,2.6666666666666665,0.0,3.0,-4.143922805786133,-5.595924377441406,[0.432805597782135],[0.49075847864151],[0.4599637985229492],[0.15384615384615385],[0.13333333333333333],[0.14285713788265325],[0.07142857142857142],[0.0625],[0.06666666168888927],[0.15384615384615385],[0.13333333333333333],[0.14285713788265325],[0.1867603550295858],[1.0832677820940877e-231],[-0.01267743440000979],0.032978352090071,0.35005998476821415,0.14073393479171184,0.42548072901040873,0.30542488285677827
59_Seq2Seq,1.0,2.333333333333333,2.0,1.3333333333333333,0.0,2.333333333333333,-2.75830078125,-3.643386840820313,[0.5670286417007446],[0.44271957874298096],[0.49722233414649963],[0.125],[0.06666666666666667],[0.08695651720226867],[0.0],[0.0],[0.0],[0.125],[0.06666666666666667],[0.08695651720226867],[0.031055900621118012],[1.0832677820940877e-231],[-0.1639273832153736],0.0647122860184236,0.14477050257991486,0.17166059768621653,0.8501512216675815,0.38886077397790436
59_Language Model,1.0,2.333333333333333,1.0,2.333333333333333,0.0,2.333333333333333,-2.781733274459839,-3.255842924118042,[0.5660396814346313],[0.5078152418136597],[0.5353490114212036],[0.1],[0.06666666666666667],[0.07999999520000028],[0.0],[0.0],[0.0],[0.1],[0.06666666666666667],[0.07999999520000028],[0.06134969325153374],[1.0244914152188952e-231],[-0.050550492868827845],0.0073948967375862,0.14008909581048878,0.09035631982020907,0.9378643595492947,0.38943659172666417
59_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,5.0,-2.417073965072632,-2.57786226272583,[0.47714686393737793],[0.4951658844947815],[0.48598942160606384],[0.13043478260869565],[0.2],[0.15789473206371207],[0.0],[0.0],[0.0],[0.13043478260869565],[0.2],[0.15789473206371207],[0.08379888268156427],[8.06798322521923e-232],[-0.10875426852440051],0.1445057505699717,0.589911321443621,0.34930935207253494,0.6613103271695365,0.5335103335618975
